timestamp,src_ip,dst_ip,protocol,size,direction
2024-12-31 18:41:29,8.8.8.8,192.168.1.1,6,865,inbound
2024-12-31 18:41:29,192.168.1.1,8.8.8.8,17,206,outbound
2024-12-31 18:41:29,192.168.1.1,8.8.8.8,17,863,outbound
2024-12-31 18:41:29,8.8.8.8,192.168.1.1,6,1025,inbound
2024-12-31 18:41:30,192.168.1.1,8.8.8.8,6,1024,outbound
2024-12-31 18:41:30,192.168.1.1,8.8.8.8,6,543,outbound
2024-12-31 18:41:30,192.168.1.1,8.8.8.8,17,1021,outbound
2024-12-31 18:41:30,192.168.1.1,8.8.8.8,6,429,outbound
2024-12-31 18:41:30,8.8.8.8,192.168.1.1,6,1212,inbound
2024-12-31 18:41:30,192.168.1.1,8.8.8.8,17,128,outbound
2024-12-31 18:41:30,8.8.8.8,192.168.1.1,17,551,inbound
2024-12-31 18:41:30,8.8.8.8,192.168.1.1,6,1215,inbound
2024-12-31 18:41:30,8.8.8.8,192.168.1.1,6,341,inbound
2024-12-31 18:41:30,8.8.8.8,192.168.1.1,6,179,inbound
2024-12-31 18:41:31,8.8.8.8,192.168.1.1,6,305,inbound
2024-12-31 18:41:31,8.8.8.8,192.168.1.1,6,628,inbound
2024-12-31 18:41:31,192.168.1.1,8.8.8.8,17,956,outbound
2024-12-31 18:41:31,8.8.8.8,192.168.1.1,6,1152,inbound
2024-12-31 18:41:31,192.168.1.1,8.8.8.8,6,107,outbound
2024-12-31 18:41:31,192.168.1.1,8.8.8.8,17,1257,outbound
2024-12-31 18:41:31,8.8.8.8,192.168.1.1,17,205,inbound
2024-12-31 18:41:31,192.168.1.1,8.8.8.8,6,1278,outbound
2024-12-31 18:41:31,192.168.1.1,8.8.8.8,6,926,outbound
2024-12-31 18:41:31,8.8.8.8,192.168.1.1,17,1445,inbound
2024-12-31 18:41:32,192.168.1.1,8.8.8.8,17,877,outbound
2024-12-31 18:41:32,192.168.1.1,8.8.8.8,17,985,outbound
2024-12-31 18:41:32,192.168.1.1,8.8.8.8,6,293,outbound
2024-12-31 18:41:32,192.168.1.1,8.8.8.8,17,1451,outbound
2024-12-31 18:41:32,192.168.1.1,8.8.8.8,17,1403,outbound
2024-12-31 18:41:32,8.8.8.8,192.168.1.1,6,302,inbound
2024-12-31 18:41:32,8.8.8.8,192.168.1.1,17,669,inbound
2024-12-31 18:41:32,8.8.8.8,192.168.1.1,6,354,inbound
2024-12-31 18:41:32,192.168.1.1,8.8.8.8,6,683,outbound
2024-12-31 18:41:32,8.8.8.8,192.168.1.1,17,1376,inbound
2024-12-31 18:41:33,8.8.8.8,192.168.1.1,6,1303,inbound
2024-12-31 18:41:33,192.168.1.1,8.8.8.8,17,896,outbound
2024-12-31 18:41:33,8.8.8.8,192.168.1.1,6,640,inbound
2024-12-31 18:41:33,8.8.8.8,192.168.1.1,17,1274,inbound
2024-12-31 18:41:33,192.168.1.1,8.8.8.8,17,1302,outbound
2024-12-31 18:41:33,192.168.1.1,8.8.8.8,17,339,outbound
2024-12-31 18:41:33,8.8.8.8,192.168.1.1,6,121,inbound
2024-12-31 18:41:33,8.8.8.8,192.168.1.1,17,1199,inbound
2024-12-31 18:41:33,8.8.8.8,192.168.1.1,17,912,inbound
2024-12-31 18:41:33,8.8.8.8,192.168.1.1,17,415,inbound
2024-12-31 18:41:34,192.168.1.1,8.8.8.8,17,388,outbound
2024-12-31 18:41:34,192.168.1.1,8.8.8.8,6,877,outbound
2024-12-31 18:41:34,8.8.8.8,192.168.1.1,6,967,inbound
2024-12-31 18:41:34,8.8.8.8,192.168.1.1,17,316,inbound
2024-12-31 18:41:34,8.8.8.8,192.168.1.1,17,1012,inbound
2024-12-31 18:41:34,8.8.8.8,192.168.1.1,6,1216,inbound
2024-12-31 18:41:34,192.168.1.1,8.8.8.8,6,127,outbound
2024-12-31 18:41:34,192.168.1.1,8.8.8.8,17,848,outbound
2024-12-31 18:41:34,192.168.1.1,8.8.8.8,17,937,outbound
2024-12-31 18:41:34,8.8.8.8,192.168.1.1,6,548,inbound
2024-12-31 18:41:35,192.168.1.1,8.8.8.8,17,1444,outbound
2024-12-31 18:41:35,8.8.8.8,192.168.1.1,17,993,inbound
2024-12-31 18:41:35,8.8.8.8,192.168.1.1,6,398,inbound
2024-12-31 18:41:35,192.168.1.1,8.8.8.8,6,601,outbound
2024-12-31 18:41:35,8.8.8.8,192.168.1.1,17,606,inbound
2024-12-31 18:41:35,192.168.1.1,8.8.8.8,17,980,outbound
2024-12-31 18:41:35,192.168.1.1,8.8.8.8,6,808,outbound
2024-12-31 18:41:35,192.168.1.1,8.8.8.8,17,1305,outbound
2024-12-31 18:41:35,192.168.1.1,8.8.8.8,17,1314,outbound
2024-12-31 18:41:35,8.8.8.8,192.168.1.1,17,664,inbound
2024-12-31 18:41:36,8.8.8.8,192.168.1.1,6,1333,inbound
2024-12-31 18:41:36,8.8.8.8,192.168.1.1,17,1199,inbound
2024-12-31 18:41:36,8.8.8.8,192.168.1.1,17,1360,inbound
2024-12-31 18:41:36,8.8.8.8,192.168.1.1,6,976,inbound
2024-12-31 18:41:36,8.8.8.8,192.168.1.1,17,1321,inbound
2024-12-31 18:41:36,192.168.1.1,8.8.8.8,17,1406,outbound
2024-12-31 18:41:36,8.8.8.8,192.168.1.1,17,192,inbound
2024-12-31 18:41:36,8.8.8.8,192.168.1.1,6,594,inbound
2024-12-31 18:41:36,8.8.8.8,192.168.1.1,17,629,inbound
2024-12-31 18:41:36,8.8.8.8,192.168.1.1,17,358,inbound
2024-12-31 18:41:37,8.8.8.8,192.168.1.1,6,1318,inbound
2024-12-31 18:41:37,8.8.8.8,192.168.1.1,6,890,inbound
2024-12-31 18:41:37,8.8.8.8,192.168.1.1,6,1169,inbound
2024-12-31 18:41:37,192.168.1.1,8.8.8.8,6,630,outbound
2024-12-31 18:41:37,8.8.8.8,192.168.1.1,17,443,inbound
2024-12-31 18:41:37,8.8.8.8,192.168.1.1,6,566,inbound
2024-12-31 18:41:37,8.8.8.8,192.168.1.1,17,640,inbound
2024-12-31 18:41:37,192.168.1.1,8.8.8.8,6,1339,outbound
2024-12-31 18:41:37,192.168.1.1,8.8.8.8,6,176,outbound
2024-12-31 18:41:37,8.8.8.8,192.168.1.1,6,311,inbound
2024-12-31 18:41:38,8.8.8.8,192.168.1.1,6,178,inbound
2024-12-31 18:41:38,8.8.8.8,192.168.1.1,17,623,inbound
2024-12-31 18:41:38,192.168.1.1,8.8.8.8,6,1174,outbound
2024-12-31 18:41:38,192.168.1.1,8.8.8.8,17,622,outbound
2024-12-31 18:41:38,8.8.8.8,192.168.1.1,6,999,inbound
2024-12-31 18:41:38,8.8.8.8,192.168.1.1,6,582,inbound
2024-12-31 18:41:38,8.8.8.8,192.168.1.1,6,108,inbound
2024-12-31 18:41:38,192.168.1.1,8.8.8.8,6,235,outbound
2024-12-31 18:41:38,8.8.8.8,192.168.1.1,6,621,inbound
2024-12-31 18:41:39,8.8.8.8,192.168.1.1,6,667,inbound
2024-12-31 18:41:39,8.8.8.8,192.168.1.1,17,1416,inbound
2024-12-31 18:41:39,8.8.8.8,192.168.1.1,6,1426,inbound
2024-12-31 18:41:39,192.168.1.1,8.8.8.8,17,747,outbound
2024-12-31 18:41:39,192.168.1.1,8.8.8.8,6,1484,outbound
2024-12-31 18:41:39,8.8.8.8,192.168.1.1,17,998,inbound
2024-12-31 18:41:39,192.168.1.1,8.8.8.8,6,1421,outbound
2024-12-31 18:41:39,8.8.8.8,192.168.1.1,6,547,inbound
2024-12-31 18:41:39,8.8.8.8,192.168.1.1,6,553,inbound
2024-12-31 18:41:39,192.168.1.1,8.8.8.8,6,1355,outbound
2024-12-31 18:41:40,192.168.1.1,8.8.8.8,6,522,outbound
2024-12-31 18:41:40,192.168.1.1,8.8.8.8,17,1438,outbound
2024-12-31 18:41:40,192.168.1.1,8.8.8.8,17,405,outbound
2024-12-31 18:41:40,192.168.1.1,8.8.8.8,6,1373,outbound
2024-12-31 18:41:40,8.8.8.8,192.168.1.1,6,692,inbound
2024-12-31 18:41:40,192.168.1.1,8.8.8.8,17,1262,outbound
2024-12-31 18:41:40,8.8.8.8,192.168.1.1,17,1384,inbound
2024-12-31 18:41:40,192.168.1.1,8.8.8.8,17,485,outbound
2024-12-31 18:41:40,8.8.8.8,192.168.1.1,6,487,inbound
2024-12-31 18:41:40,8.8.8.8,192.168.1.1,6,455,inbound
2024-12-31 18:41:41,8.8.8.8,192.168.1.1,6,577,inbound
2024-12-31 18:41:41,8.8.8.8,192.168.1.1,6,685,inbound
2024-12-31 18:41:41,192.168.1.1,8.8.8.8,17,839,outbound
2024-12-31 18:41:41,8.8.8.8,192.168.1.1,6,611,inbound
2024-12-31 18:41:41,8.8.8.8,192.168.1.1,17,325,inbound
2024-12-31 18:41:41,8.8.8.8,192.168.1.1,6,1137,inbound
2024-12-31 18:41:41,8.8.8.8,192.168.1.1,17,1389,inbound
2024-12-31 18:41:41,8.8.8.8,192.168.1.1,6,1017,inbound
2024-12-31 18:41:41,192.168.1.1,8.8.8.8,17,982,outbound
2024-12-31 18:41:41,8.8.8.8,192.168.1.1,6,280,inbound
2024-12-31 18:41:42,8.8.8.8,192.168.1.1,6,179,inbound
2024-12-31 18:41:42,192.168.1.1,8.8.8.8,6,1336,outbound
2024-12-31 18:41:42,192.168.1.1,8.8.8.8,6,922,outbound
2024-12-31 18:41:42,192.168.1.1,8.8.8.8,17,562,outbound
2024-12-31 18:41:42,192.168.1.1,8.8.8.8,17,1306,outbound
2024-12-31 18:41:42,8.8.8.8,192.168.1.1,17,183,inbound
2024-12-31 18:41:42,192.168.1.1,8.8.8.8,17,811,outbound
2024-12-31 18:41:42,192.168.1.1,8.8.8.8,6,1078,outbound
2024-12-31 18:41:42,192.168.1.1,8.8.8.8,6,895,outbound
2024-12-31 18:41:42,192.168.1.1,8.8.8.8,17,1354,outbound
2024-12-31 18:41:43,192.168.1.1,8.8.8.8,17,1279,outbound
2024-12-31 18:41:43,192.168.1.1,8.8.8.8,6,567,outbound
2024-12-31 18:41:43,192.168.1.1,8.8.8.8,6,1408,outbound
2024-12-31 18:41:43,192.168.1.1,8.8.8.8,6,956,outbound
2024-12-31 18:41:43,8.8.8.8,192.168.1.1,6,615,inbound
2024-12-31 18:41:43,8.8.8.8,192.168.1.1,17,998,inbound
2024-12-31 18:41:43,192.168.1.1,8.8.8.8,6,223,outbound
2024-12-31 18:41:43,8.8.8.8,192.168.1.1,17,864,inbound
2024-12-31 18:41:43,8.8.8.8,192.168.1.1,6,420,inbound
2024-12-31 18:41:43,8.8.8.8,192.168.1.1,6,864,inbound
2024-12-31 18:41:44,192.168.1.1,8.8.8.8,17,1459,outbound
2024-12-31 18:41:44,8.8.8.8,192.168.1.1,6,341,inbound
2024-12-31 18:41:44,8.8.8.8,192.168.1.1,6,911,inbound
2024-12-31 18:41:44,8.8.8.8,192.168.1.1,17,1273,inbound
2024-12-31 18:41:44,192.168.1.1,8.8.8.8,6,1260,outbound
2024-12-31 18:41:44,8.8.8.8,192.168.1.1,17,553,inbound
2024-12-31 18:41:44,8.8.8.8,192.168.1.1,6,279,inbound
2024-12-31 18:41:44,192.168.1.1,8.8.8.8,6,912,outbound
2024-12-31 18:41:44,192.168.1.1,8.8.8.8,17,1147,outbound
2024-12-31 18:41:44,8.8.8.8,192.168.1.1,17,1353,inbound
2024-12-31 18:41:45,8.8.8.8,192.168.1.1,6,1252,inbound
2024-12-31 18:41:45,192.168.1.1,8.8.8.8,17,540,outbound
2024-12-31 18:41:45,8.8.8.8,192.168.1.1,6,969,inbound
2024-12-31 18:41:45,8.8.8.8,192.168.1.1,6,1421,inbound
2024-12-31 18:41:45,192.168.1.1,8.8.8.8,6,1439,outbound
2024-12-31 18:41:45,8.8.8.8,192.168.1.1,6,1177,inbound
2024-12-31 18:41:45,192.168.1.1,8.8.8.8,17,634,outbound
2024-12-31 18:41:45,8.8.8.8,192.168.1.1,6,325,inbound
2024-12-31 18:41:45,8.8.8.8,192.168.1.1,17,176,inbound
2024-12-31 18:41:46,192.168.1.1,8.8.8.8,17,916,outbound
2024-12-31 18:41:46,192.168.1.1,8.8.8.8,17,828,outbound
2024-12-31 18:41:46,192.168.1.1,8.8.8.8,17,1258,outbound
2024-12-31 18:41:46,192.168.1.1,8.8.8.8,17,544,outbound
2024-12-31 18:41:46,8.8.8.8,192.168.1.1,17,1344,inbound
2024-12-31 18:41:46,192.168.1.1,8.8.8.8,17,189,outbound
2024-12-31 18:41:46,8.8.8.8,192.168.1.1,17,358,inbound
2024-12-31 18:41:46,8.8.8.8,192.168.1.1,17,1129,inbound
2024-12-31 18:41:46,192.168.1.1,8.8.8.8,17,372,outbound
2024-12-31 18:41:46,8.8.8.8,192.168.1.1,17,1142,inbound
2024-12-31 18:41:47,8.8.8.8,192.168.1.1,6,412,inbound
2024-12-31 18:41:47,8.8.8.8,192.168.1.1,17,368,inbound
2024-12-31 18:41:47,8.8.8.8,192.168.1.1,17,183,inbound
2024-12-31 18:41:47,192.168.1.1,8.8.8.8,17,219,outbound
2024-12-31 18:41:47,8.8.8.8,192.168.1.1,6,1270,inbound
2024-12-31 18:41:47,192.168.1.1,8.8.8.8,17,213,outbound
2024-12-31 18:41:47,192.168.1.1,8.8.8.8,6,897,outbound
2024-12-31 18:41:47,8.8.8.8,192.168.1.1,17,1223,inbound
2024-12-31 18:41:47,8.8.8.8,192.168.1.1,17,1029,inbound
2024-12-31 18:41:47,192.168.1.1,8.8.8.8,17,811,outbound
2024-12-31 18:41:48,8.8.8.8,192.168.1.1,6,199,inbound
2024-12-31 18:41:48,192.168.1.1,8.8.8.8,17,695,outbound
2024-12-31 18:41:48,192.168.1.1,8.8.8.8,17,1273,outbound
2024-12-31 18:41:48,8.8.8.8,192.168.1.1,6,1484,inbound
2024-12-31 18:41:48,192.168.1.1,8.8.8.8,6,704,outbound
2024-12-31 18:41:48,8.8.8.8,192.168.1.1,6,438,inbound
2024-12-31 18:41:48,8.8.8.8,192.168.1.1,6,319,inbound
2024-12-31 18:41:48,8.8.8.8,192.168.1.1,17,946,inbound
2024-12-31 18:41:48,8.8.8.8,192.168.1.1,17,1336,inbound
2024-12-31 18:41:48,192.168.1.1,8.8.8.8,17,1206,outbound
2024-12-31 18:41:49,192.168.1.1,8.8.8.8,17,1448,outbound
2024-12-31 18:41:49,8.8.8.8,192.168.1.1,17,901,inbound
2024-12-31 18:41:49,192.168.1.1,8.8.8.8,6,1453,outbound
2024-12-31 18:41:49,192.168.1.1,8.8.8.8,17,648,outbound
2024-12-31 18:41:49,192.168.1.1,8.8.8.8,17,201,outbound
2024-12-31 18:41:49,192.168.1.1,8.8.8.8,17,145,outbound
2024-12-31 18:41:49,8.8.8.8,192.168.1.1,6,1096,inbound
2024-12-31 18:41:49,8.8.8.8,192.168.1.1,6,1475,inbound
2024-12-31 18:41:49,192.168.1.1,8.8.8.8,6,667,outbound
2024-12-31 18:41:49,192.168.1.1,8.8.8.8,17,755,outbound
2024-12-31 18:41:50,8.8.8.8,192.168.1.1,17,776,inbound
2024-12-31 18:41:50,8.8.8.8,192.168.1.1,17,380,inbound
2024-12-31 18:41:50,8.8.8.8,192.168.1.1,17,1360,inbound
2024-12-31 18:41:50,192.168.1.1,8.8.8.8,6,299,outbound
2024-12-31 18:41:50,192.168.1.1,8.8.8.8,17,1141,outbound
2024-12-31 18:41:50,192.168.1.1,8.8.8.8,6,1359,outbound
2024-12-31 18:41:50,192.168.1.1,8.8.8.8,6,790,outbound
2024-12-31 18:41:50,8.8.8.8,192.168.1.1,17,1026,inbound
2024-12-31 18:41:50,8.8.8.8,192.168.1.1,6,1163,inbound
2024-12-31 18:41:50,192.168.1.1,8.8.8.8,6,1233,outbound
2024-12-31 18:41:51,192.168.1.1,8.8.8.8,6,720,outbound
2024-12-31 18:41:51,8.8.8.8,192.168.1.1,6,1127,inbound
2024-12-31 18:41:51,8.8.8.8,192.168.1.1,6,426,inbound
2024-12-31 18:41:51,192.168.1.1,8.8.8.8,17,1093,outbound
2024-12-31 18:41:51,8.8.8.8,192.168.1.1,6,332,inbound
2024-12-31 18:41:51,8.8.8.8,192.168.1.1,17,135,inbound
2024-12-31 18:41:51,192.168.1.1,8.8.8.8,17,869,outbound
2024-12-31 18:41:51,192.168.1.1,8.8.8.8,17,517,outbound
2024-12-31 18:41:51,192.168.1.1,8.8.8.8,6,1413,outbound
2024-12-31 18:41:51,8.8.8.8,192.168.1.1,6,1324,inbound
2024-12-31 18:41:52,192.168.1.1,8.8.8.8,17,597,outbound
2024-12-31 18:41:52,8.8.8.8,192.168.1.1,6,269,inbound
2024-12-31 18:41:52,192.168.1.1,8.8.8.8,6,206,outbound
2024-12-31 18:41:52,192.168.1.1,8.8.8.8,17,1268,outbound
2024-12-31 18:41:52,8.8.8.8,192.168.1.1,17,1153,inbound
2024-12-31 18:41:52,192.168.1.1,8.8.8.8,6,575,outbound
2024-12-31 18:41:52,8.8.8.8,192.168.1.1,6,848,inbound
2024-12-31 18:41:52,192.168.1.1,8.8.8.8,6,535,outbound
2024-12-31 18:41:52,192.168.1.1,8.8.8.8,17,1110,outbound
2024-12-31 18:41:52,8.8.8.8,192.168.1.1,17,1315,inbound
2024-12-31 18:41:53,8.8.8.8,192.168.1.1,6,978,inbound
2024-12-31 18:41:53,8.8.8.8,192.168.1.1,6,1247,inbound
2024-12-31 18:41:53,192.168.1.1,8.8.8.8,17,290,outbound
2024-12-31 18:41:53,192.168.1.1,8.8.8.8,6,872,outbound
2024-12-31 18:41:53,8.8.8.8,192.168.1.1,17,769,inbound
2024-12-31 18:41:53,192.168.1.1,8.8.8.8,6,961,outbound
2024-12-31 18:41:53,8.8.8.8,192.168.1.1,6,491,inbound
2024-12-31 18:41:53,8.8.8.8,192.168.1.1,17,722,inbound
2024-12-31 18:41:53,8.8.8.8,192.168.1.1,6,989,inbound
2024-12-31 18:41:54,8.8.8.8,192.168.1.1,17,1216,inbound
2024-12-31 18:41:54,192.168.1.1,8.8.8.8,6,1284,outbound
2024-12-31 18:41:54,8.8.8.8,192.168.1.1,6,859,inbound
2024-12-31 18:41:54,8.8.8.8,192.168.1.1,6,104,inbound
2024-12-31 18:41:54,8.8.8.8,192.168.1.1,17,393,inbound
2024-12-31 18:41:54,8.8.8.8,192.168.1.1,17,209,inbound
2024-12-31 18:41:54,8.8.8.8,192.168.1.1,17,1328,inbound
2024-12-31 18:41:54,192.168.1.1,8.8.8.8,6,472,outbound
2024-12-31 18:41:54,192.168.1.1,8.8.8.8,17,868,outbound
2024-12-31 18:41:54,8.8.8.8,192.168.1.1,17,358,inbound
2024-12-31 18:41:55,8.8.8.8,192.168.1.1,6,877,inbound
2024-12-31 18:41:55,8.8.8.8,192.168.1.1,6,1032,inbound
2024-12-31 18:41:55,8.8.8.8,192.168.1.1,17,142,inbound
2024-12-31 18:41:55,8.8.8.8,192.168.1.1,17,1301,inbound
2024-12-31 18:41:55,192.168.1.1,8.8.8.8,17,1000,outbound
2024-12-31 18:41:55,192.168.1.1,8.8.8.8,6,1292,outbound
2024-12-31 18:41:55,192.168.1.1,8.8.8.8,17,642,outbound
2024-12-31 18:41:55,8.8.8.8,192.168.1.1,17,158,inbound
2024-12-31 18:41:55,192.168.1.1,8.8.8.8,17,725,outbound
2024-12-31 18:41:55,192.168.1.1,8.8.8.8,17,248,outbound
2024-12-31 18:41:56,8.8.8.8,192.168.1.1,6,951,inbound
2024-12-31 18:41:56,8.8.8.8,192.168.1.1,17,289,inbound
2024-12-31 18:41:56,8.8.8.8,192.168.1.1,6,1098,inbound
2024-12-31 18:41:56,8.8.8.8,192.168.1.1,6,1309,inbound
2024-12-31 18:41:56,8.8.8.8,192.168.1.1,6,662,inbound
2024-12-31 18:41:56,192.168.1.1,8.8.8.8,17,118,outbound
2024-12-31 18:41:56,192.168.1.1,8.8.8.8,17,250,outbound
2024-12-31 18:41:56,192.168.1.1,8.8.8.8,6,119,outbound
2024-12-31 18:41:56,8.8.8.8,192.168.1.1,17,1165,inbound
2024-12-31 18:41:56,192.168.1.1,8.8.8.8,17,989,outbound
2024-12-31 18:41:57,8.8.8.8,192.168.1.1,6,1054,inbound
2024-12-31 18:41:57,192.168.1.1,8.8.8.8,6,498,outbound
2024-12-31 18:41:57,192.168.1.1,8.8.8.8,17,1191,outbound
2024-12-31 18:41:57,192.168.1.1,8.8.8.8,17,1003,outbound
2024-12-31 18:41:57,192.168.1.1,8.8.8.8,6,1060,outbound
2024-12-31 18:41:57,192.168.1.1,8.8.8.8,17,1071,outbound
2024-12-31 18:41:57,8.8.8.8,192.168.1.1,17,1173,inbound
2024-12-31 18:41:57,8.8.8.8,192.168.1.1,6,1007,inbound
2024-12-31 18:41:57,8.8.8.8,192.168.1.1,6,509,inbound
2024-12-31 18:41:57,192.168.1.1,8.8.8.8,17,264,outbound
2024-12-31 18:41:58,192.168.1.1,8.8.8.8,17,677,outbound
2024-12-31 18:41:58,192.168.1.1,8.8.8.8,6,1074,outbound
2024-12-31 18:41:58,8.8.8.8,192.168.1.1,6,675,inbound
2024-12-31 18:41:58,8.8.8.8,192.168.1.1,6,929,inbound
2024-12-31 18:41:58,192.168.1.1,8.8.8.8,6,780,outbound
2024-12-31 18:41:58,8.8.8.8,192.168.1.1,6,666,inbound
2024-12-31 18:41:58,8.8.8.8,192.168.1.1,6,585,inbound
2024-12-31 18:41:58,192.168.1.1,8.8.8.8,6,1339,outbound
2024-12-31 18:41:58,8.8.8.8,192.168.1.1,6,523,inbound
2024-12-31 18:41:58,192.168.1.1,8.8.8.8,6,1168,outbound
2024-12-31 18:41:59,192.168.1.1,8.8.8.8,17,538,outbound
2024-12-31 18:41:59,192.168.1.1,8.8.8.8,6,759,outbound
2024-12-31 18:41:59,8.8.8.8,192.168.1.1,6,1476,inbound
2024-12-31 18:41:59,8.8.8.8,192.168.1.1,17,747,inbound
2024-12-31 18:41:59,8.8.8.8,192.168.1.1,6,774,inbound
2024-12-31 18:41:59,8.8.8.8,192.168.1.1,17,426,inbound
2024-12-31 18:41:59,8.8.8.8,192.168.1.1,17,1008,inbound
2024-12-31 18:41:59,8.8.8.8,192.168.1.1,6,1491,inbound
2024-12-31 18:41:59,192.168.1.1,8.8.8.8,6,1431,outbound
2024-12-31 18:41:59,8.8.8.8,192.168.1.1,6,133,inbound
2024-12-31 18:42:00,192.168.1.1,8.8.8.8,17,989,outbound
2024-12-31 18:42:00,192.168.1.1,8.8.8.8,6,1321,outbound
2024-12-31 18:42:00,8.8.8.8,192.168.1.1,17,709,inbound
2024-12-31 18:42:00,8.8.8.8,192.168.1.1,17,575,inbound
2024-12-31 18:42:00,8.8.8.8,192.168.1.1,6,1193,inbound
