Destination Port,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Mean,Fwd Header Length,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Bytes,Subflow Bwd Bytes,Init_Win_bytes_forward,prediction,probability,prediction_label
443.0,8888.0,1506.0,329.1851852,189388.0,1506.0,1161.889571,610.3703704,16480.0,1043.557895,275.1851852,1107.889571,8888.0,189388.0,516.0,0,0.019212872,BENIGN
443.0,18227.0,1506.0,433.9761905,235532.0,1506.0,1085.400922,819.952381,34438.0,979.7644788,379.9761905,1031.400922,18227.0,235532.0,516.0,0,0.0017663108,BENIGN
443.0,10254.0,1506.0,379.7777778,123741.0,1506.0,1201.368932,711.5555556,19212.0,1030.730769,325.3333333,1147.252427,10254.0,123741.0,64240.0,0,0.0019034693,BENIGN
443.0,6186.0,1506.0,412.4,52735.0,1506.0,1054.7,776.8,11652.0,906.4769231,357.6,1000.46,6186.0,52735.0,64240.0,0,0.0010625756,BENIGN
443.0,1953.0,1506.0,279.0,3682.0,1506.0,526.0,510.0,3570.0,402.5,223.2857143,470.2857143,1953.0,3682.0,64240.0,0,3.226745e-05,BENIGN
443.0,348.0,294.0,174.0,372.0,316.0,186.0,300.0,600.0,180.0,120.0,132.0,348.0,372.0,510.0,0,9.871512e-07,BENIGN
443.0,13690.0,1506.0,304.2222222,310398.0,1506.0,1136.989011,560.4444444,25220.0,1019.144654,250.2222222,1082.989011,13690.0,310398.0,516.0,0,0.017965293,BENIGN
443.0,18227.0,1506.0,433.9761905,235588.0,1506.0,1080.678899,819.952381,34438.0,976.2115385,379.9761905,1026.678899,18227.0,235588.0,516.0,0,0.0017671543,BENIGN
443.0,11732.0,1506.0,391.0666667,132505.0,1506.0,1172.610619,734.1333333,22024.0,1008.65035,336.6666667,1118.504425,11732.0,132505.0,64240.0,0,0.0018863095,BENIGN
443.0,7602.0,1506.0,380.1,98068.0,1506.0,1127.218391,712.2,14244.0,987.5700935,325.5,1073.08046,7602.0,98068.0,64240.0,0,0.0019560661,BENIGN
443.0,1953.0,1506.0,279.0,3682.0,1506.0,526.0,510.0,3570.0,402.5,223.2857143,470.2857143,1953.0,3682.0,64240.0,0,3.226745e-05,BENIGN
443.0,348.0,294.0,174.0,372.0,316.0,186.0,300.0,600.0,180.0,120.0,132.0,348.0,372.0,510.0,0,9.871512e-07,BENIGN
443.0,14642.0,1506.0,292.84,342678.0,1506.0,1130.950495,537.68,26884.0,1012.23796,238.84,1076.950495,14642.0,342678.0,516.0,0,0.017791944,BENIGN
443.0,18227.0,1506.0,433.9761905,235588.0,1506.0,1080.678899,819.952381,34438.0,976.2115385,379.9761905,1026.678899,18227.0,235588.0,516.0,0,0.0017671543,BENIGN
443.0,13127.0,1506.0,305.2790698,237964.0,1506.0,1245.884817,562.5581395,24190.0,1073.038462,251.0,1191.82199,13127.0,237964.0,64240.0,0,0.019225521,BENIGN
443.0,9811.0,1506.0,272.5277778,233105.0,1506.0,1159.726368,497.0555556,17894.0,1024.962025,218.1944444,1105.666667,9811.0,233105.0,64240.0,0,0.018998617,BENIGN
443.0,2689.0,1506.0,336.125,3682.0,1506.0,526.0,624.25,4994.0,424.7333333,280.625,470.2857143,2689.0,3682.0,64240.0,0,3.2847573e-05,BENIGN
6802.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,1346.0,0,0.00019392023,BENIGN
443.0,348.0,294.0,174.0,372.0,316.0,186.0,300.0,600.0,180.0,120.0,132.0,348.0,372.0,510.0,0,9.871512e-07,BENIGN
443.0,18510.0,1506.0,220.3571429,604049.0,1506.0,1144.032197,392.7142857,32988.0,1017.253268,166.3571429,1090.032197,18510.0,604049.0,516.0,0,0.01758905,BENIGN
443.0,19013.0,1506.0,432.1136364,246984.0,1506.0,1078.532751,816.2272727,35914.0,974.3479853,378.1136364,1024.532751,19013.0,246984.0,516.0,0,0.0017897827,BENIGN
443.0,13181.0,1506.0,299.5681818,238018.0,1506.0,1239.677083,551.1363636,24250.0,1064.402542,245.2954545,1185.614583,13181.0,238018.0,64240.0,0,0.019194864,BENIGN
443.0,11517.0,1506.0,209.4,405361.0,1506.0,1151.59375,370.8,20394.0,1024.27027,155.1818182,1097.559659,11517.0,405361.0,64240.0,0,0.017610608,BENIGN
443.0,3957.0,1506.0,208.2631579,97689.0,1506.0,1356.791667,368.5263158,7002.0,1116.989011,153.6315789,1302.625,3957.0,97689.0,64240.0,0,0.013576069,BENIGN
6802.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,1346.0,0,0.00019392023,BENIGN
443.0,425.0,175.0,106.25,448.0,161.0,112.0,164.5,658.0,109.125,52.25,58.0,425.0,448.0,514.0,0,8.675879e-07,BENIGN
443.0,348.0,294.0,174.0,372.0,316.0,186.0,300.0,600.0,180.0,120.0,132.0,348.0,372.0,510.0,0,9.871512e-07,BENIGN
443.0,18510.0,1506.0,220.3571429,604105.0,1506.0,1141.975425,392.7142857,32988.0,1015.685155,166.3571429,1087.975425,18510.0,604105.0,516.0,0,0.01758905,BENIGN
443.0,21297.0,1506.0,354.95,374564.0,1506.0,1131.613293,661.9,39714.0,1012.432225,300.95,1077.613293,21297.0,374564.0,516.0,0,0.017932354,BENIGN
443.0,13181.0,1506.0,299.5681818,238018.0,1506.0,1239.677083,551.1363636,24250.0,1064.402542,245.2954545,1185.614583,13181.0,238018.0,64240.0,0,0.019194864,BENIGN
443.0,15450.0,1506.0,171.6666667,671657.0,1506.0,1142.27381,295.3333333,26580.0,1013.432153,117.5333333,1088.253401,15450.0,671657.0,64240.0,0,0.017589254,BENIGN
443.0,4335.0,1506.0,166.7307692,141385.0,1506.0,1285.318182,285.4615385,7422.0,1071.470588,112.2692308,1231.209091,4335.0,141385.0,64240.0,0,0.0226457,BENIGN
6802.0,641.0,183.0,80.125,2024.0,1474.0,337.3333333,112.25,898.0,190.3571429,26.125,283.3333333,641.0,2024.0,1346.0,0,4.120266e-06,BENIGN
443.0,425.0,175.0,106.25,448.0,161.0,112.0,164.5,658.0,109.125,52.25,58.0,425.0,448.0,514.0,0,8.675879e-07,BENIGN
6912.0,353.0,100.0,70.6,324.0,54.0,54.0,93.2,466.0,61.54545455,16.6,0.0,353.0,324.0,63.0,0,8.550846e-05,BENIGN
443.0,348.0,294.0,174.0,372.0,316.0,186.0,300.0,600.0,180.0,120.0,132.0,348.0,372.0,510.0,0,9.871512e-07,BENIGN
443.0,21491.0,1506.0,190.1858407,849630.0,1506.0,1154.388587,332.3716814,37558.0,1026.055359,136.1858407,1100.388587,21491.0,849630.0,516.0,0,0.01758857,BENIGN
443.0,21297.0,1506.0,354.95,374620.0,1506.0,1128.373494,661.9,39714.0,1009.992347,300.95,1074.373494,21297.0,374620.0,516.0,0,0.017932974,BENIGN
443.0,13181.0,1506.0,299.5681818,238018.0,1506.0,1239.677083,551.1363636,24250.0,1064.402542,245.2954545,1185.614583,13181.0,238018.0,64240.0,0,0.019194864,BENIGN
443.0,19002.0,1506.0,162.4102564,859156.0,1506.0,1139.464191,276.8205128,32388.0,1008.21814,108.3076923,1085.448276,19002.0,859156.0,64240.0,0,0.01758866,BENIGN
443.0,6885.0,1506.0,146.4893617,330066.0,1506.0,1240.849624,244.9787234,11514.0,1076.520767,92.23404255,1186.804511,6885.0,330066.0,64240.0,0,0.019097619,BENIGN
6802.0,641.0,183.0,80.125,2024.0,1474.0,337.3333333,112.25,898.0,190.3571429,26.125,283.3333333,641.0,2024.0,1346.0,0,4.120266e-06,BENIGN
443.0,425.0,175.0,106.25,448.0,161.0,112.0,164.5,658.0,109.125,52.25,58.0,425.0,448.0,514.0,0,8.675879e-07,BENIGN
6912.0,353.0,100.0,70.6,324.0,54.0,54.0,93.2,466.0,61.54545455,16.6,0.0,353.0,324.0,63.0,0,8.550846e-05,BENIGN
443.0,348.0,294.0,174.0,372.0,316.0,186.0,300.0,600.0,180.0,120.0,132.0,348.0,372.0,510.0,0,9.871512e-07,BENIGN
443.0,25124.0,1506.0,182.057971,1005585.0,1506.0,1150.55492,316.115942,43624.0,1018.487154,128.057971,1096.55492,25124.0,1005585.0,516.0,0,0.01758857,BENIGN
443.0,22706.0,1506.0,311.0410959,511052.0,1506.0,1156.226244,574.0821918,41908.0,1036.423301,257.0410959,1102.226244,22706.0,511052.0,516.0,0,0.017611476,BENIGN
443.0,13181.0,1506.0,299.5681818,238018.0,1506.0,1239.677083,551.1363636,24250.0,1064.402542,245.2954545,1185.614583,13181.0,238018.0,64240.0,0,0.019194864,BENIGN
443.0,26531.0,1506.0,178.0604027,1113793.0,1506.0,1137.684372,308.1208054,45910.0,1010.925532,123.9798658,1083.672114,26531.0,1113793.0,64240.0,0,0.01758857,BENIGN
443.0,11827.0,1506.0,135.9425287,583643.0,1506.0,1191.108163,223.8850575,19478.0,1032.010399,81.8045977,1137.083673,11827.0,583643.0,64240.0,0,0.017680543,BENIGN
6802.0,641.0,183.0,80.125,2024.0,1474.0,337.3333333,112.25,898.0,190.3571429,26.125,283.3333333,641.0,2024.0,1346.0,0,4.120266e-06,BENIGN
443.0,425.0,175.0,106.25,448.0,161.0,112.0,164.5,658.0,109.125,52.25,58.0,425.0,448.0,514.0,0,8.675879e-07,BENIGN
6912.0,353.0,100.0,70.6,324.0,54.0,54.0,93.2,466.0,61.54545455,16.6,0.0,353.0,324.0,63.0,0,8.550846e-05,BENIGN
443.0,348.0,294.0,174.0,372.0,316.0,186.0,300.0,600.0,180.0,120.0,132.0,348.0,372.0,510.0,0,9.871512e-07,BENIGN
443.0,27675.0,1506.0,183.2781457,1079699.0,1506.0,1147.395324,318.5562914,48102.0,1014.078755,129.2781457,1093.395324,27675.0,1079699.0,516.0,0,0.01758857,BENIGN
443.0,31611.0,1506.0,339.9032258,602790.0,1506.0,1154.770115,631.8064516,58758.0,1031.546341,285.9032258,1100.770115,31611.0,602790.0,516.0,0,0.017613547,BENIGN
443.0,13181.0,1506.0,299.5681818,238018.0,1506.0,1239.677083,551.1363636,24250.0,1064.402542,245.2954545,1185.614583,13181.0,238018.0,64240.0,0,0.019194864,BENIGN
443.0,28834.0,1506.0,187.2337662,1138518.0,1506.0,1135.112662,326.4675325,50276.0,1008.947277,133.1558442,1081.100698,28834.0,1138518.0,64240.0,0,0.01758857,BENIGN
443.0,11827.0,1506.0,135.9425287,583699.0,1506.0,1188.796334,223.8850575,19478.0,1030.321799,81.8045977,1134.771894,11827.0,583699.0,64240.0,0,0.017680703,BENIGN
6802.0,641.0,183.0,80.125,2024.0,1474.0,337.3333333,112.25,898.0,190.3571429,26.125,283.3333333,641.0,2024.0,1346.0,0,4.120266e-06,BENIGN
443.0,425.0,175.0,106.25,448.0,161.0,112.0,164.5,658.0,109.125,52.25,58.0,425.0,448.0,514.0,0,8.675879e-07,BENIGN
6912.0,353.0,100.0,70.6,324.0,54.0,54.0,93.2,466.0,61.54545455,16.6,0.0,353.0,324.0,63.0,0,8.550846e-05,BENIGN
443.0,348.0,294.0,174.0,372.0,316.0,186.0,300.0,600.0,180.0,120.0,132.0,348.0,372.0,510.0,0,9.871512e-07,BENIGN
443.0,27675.0,1506.0,183.2781457,1079699.0,1506.0,1147.395324,318.5562914,48102.0,1014.078755,129.2781457,1093.395324,27675.0,1079699.0,516.0,0,0.01758857,BENIGN
443.0,40366.0,1506.0,339.210084,747124.0,1506.0,1145.895706,630.4201681,75020.0,1021.387808,285.210084,1091.895706,40366.0,747124.0,516.0,0,0.017594643,BENIGN
443.0,13181.0,1506.0,299.5681818,238018.0,1506.0,1239.677083,551.1363636,24250.0,1064.402542,245.2954545,1185.614583,13181.0,238018.0,64240.0,0,0.019194864,BENIGN
443.0,28834.0,1506.0,187.2337662,1138518.0,1506.0,1135.112662,326.4675325,50276.0,1008.947277,133.1558442,1081.100698,28834.0,1138518.0,64240.0,0,0.01758857,BENIGN
443.0,18164.0,1506.0,174.6538462,692363.0,1506.0,1197.859862,301.3076923,31336.0,1041.828446,120.5384615,1143.8391,18164.0,692363.0,64240.0,0,0.017588638,BENIGN
6802.0,641.0,183.0,80.125,2024.0,1474.0,337.3333333,112.25,898.0,190.3571429,26.125,283.3333333,641.0,2024.0,1346.0,0,4.120266e-06,BENIGN
443.0,425.0,175.0,106.25,448.0,161.0,112.0,164.5,658.0,109.125,52.25,58.0,425.0,448.0,514.0,0,8.675879e-07,BENIGN
6912.0,353.0,100.0,70.6,324.0,54.0,54.0,93.2,466.0,61.54545455,16.6,0.0,353.0,324.0,63.0,0,8.550846e-05,BENIGN
443.0,348.0,294.0,174.0,372.0,316.0,186.0,300.0,600.0,180.0,120.0,132.0,348.0,372.0,510.0,0,9.871512e-07,BENIGN
443.0,31220.0,1506.0,190.3658537,1162444.0,1506.0,1154.363456,332.7317073,54568.0,1019.354398,136.3658537,1100.363456,31220.0,1162444.0,516.0,0,0.01758857,BENIGN
443.0,47167.0,1506.0,362.8230769,814842.0,1506.0,1138.047486,677.6461538,88094.0,1018.923168,308.8230769,1084.047486,47167.0,814842.0,516.0,0,0.017595444,BENIGN
443.0,13181.0,1506.0,299.5681818,238018.0,1506.0,1239.677083,551.1363636,24250.0,1064.402542,245.2954545,1185.614583,13181.0,238018.0,64240.0,0,0.019194864,BENIGN
443.0,29158.0,1506.0,182.2375,1180634.0,1506.0,1142.917715,316.475,50636.0,1014.07544,128.1625,1088.906099,29158.0,1180634.0,64240.0,0,0.01758857,BENIGN
443.0,26508.0,1506.0,220.9,765717.0,1506.0,1183.488408,393.8,47256.0,1032.887875,166.8,1129.469861,26508.0,765717.0,64240.0,0,0.01758866,BENIGN
6802.0,641.0,183.0,80.125,2024.0,1474.0,337.3333333,112.25,898.0,190.3571429,26.125,283.3333333,641.0,2024.0,1346.0,0,4.120266e-06,BENIGN
443.0,425.0,175.0,106.25,448.0,161.0,112.0,164.5,658.0,109.125,52.25,58.0,425.0,448.0,514.0,0,8.675879e-07,BENIGN
6912.0,353.0,100.0,70.6,324.0,54.0,54.0,93.2,466.0,61.54545455,16.6,0.0,353.0,324.0,63.0,0,8.550846e-05,BENIGN
443.0,1837.0,852.0,204.1111111,4174.0,1474.0,417.4,360.2222222,3242.0,316.3684211,148.7777778,362.2,1837.0,4174.0,64240.0,0,3.1883632e-05,BENIGN
7209.0,56.0,56.0,56.0,54.0,54.0,54.0,64.0,64.0,55.0,2.0,0.0,56.0,54.0,16386.0,0,0.00017779242,BENIGN
7211.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16385.0,0,0.00019688594,BENIGN
7214.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16386.0,0,0.00019713314,BENIGN
443.0,348.0,294.0,174.0,372.0,316.0,186.0,300.0,600.0,180.0,120.0,132.0,348.0,372.0,510.0,0,9.871512e-07,BENIGN
443.0,39208.0,1506.0,203.1502591,1340660.0,1506.0,1148.808912,358.3005181,69152.0,1014.608824,149.1502591,1094.808912,39208.0,1340660.0,516.0,0,0.01758857,BENIGN
443.0,50808.0,1506.0,343.2972973,931994.0,1506.0,1135.193666,638.5945946,94512.0,1014.24355,289.2972973,1081.193666,50808.0,931994.0,516.0,0,0.01758938,BENIGN
443.0,13181.0,1506.0,299.5681818,238018.0,1506.0,1239.677083,551.1363636,24250.0,1064.402542,245.2954545,1185.614583,13181.0,238018.0,64240.0,0,0.019194864,BENIGN
443.0,33750.0,1506.0,190.6779661,1311260.0,1506.0,1162.464539,333.3559322,59004.0,1030.659004,136.6101695,1108.453901,33750.0,1311260.0,64240.0,0,0.01758857,BENIGN
443.0,26508.0,1506.0,220.9,765717.0,1506.0,1183.488408,393.8,47256.0,1032.887875,166.8,1129.469861,26508.0,765717.0,64240.0,0,0.01758866,BENIGN
6802.0,641.0,183.0,80.125,2024.0,1474.0,337.3333333,112.25,898.0,190.3571429,26.125,283.3333333,641.0,2024.0,1346.0,0,4.120266e-06,BENIGN
443.0,425.0,175.0,106.25,448.0,161.0,112.0,164.5,658.0,109.125,52.25,58.0,425.0,448.0,514.0,0,8.675879e-07,BENIGN
6912.0,353.0,100.0,70.6,324.0,54.0,54.0,93.2,466.0,61.54545455,16.6,0.0,353.0,324.0,63.0,0,8.550846e-05,BENIGN
443.0,1837.0,852.0,204.1111111,4230.0,1474.0,384.5454545,360.2222222,3242.0,303.35,148.7777778,329.4545455,1837.0,4230.0,64240.0,0,3.1902062e-05,BENIGN
7209.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16386.0,0,0.00019674387,BENIGN
7211.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16385.0,0,0.00019688594,BENIGN
7214.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16386.0,0,0.00019713314,BENIGN
443.0,348.0,294.0,174.0,372.0,316.0,186.0,300.0,600.0,180.0,120.0,132.0,348.0,372.0,510.0,0,9.871512e-07,BENIGN
443.0,40738.0,1506.0,195.8557692,1469863.0,1506.0,1147.434036,343.7115385,71492.0,1014.507052,141.8557692,1093.434036,40738.0,1469863.0,516.0,0,0.01758857,BENIGN
443.0,51815.0,1506.0,336.461039,969741.0,1506.0,1132.875,624.9220779,96238.0,1011.441584,282.461039,1078.875,51815.0,969741.0,516.0,0,0.01758895,BENIGN
443.0,13181.0,1506.0,299.5681818,238018.0,1506.0,1239.677083,551.1363636,24250.0,1064.402542,245.2954545,1185.614583,13181.0,238018.0,64240.0,0,0.019194864,BENIGN
443.0,37656.0,1506.0,180.1722488,1541529.0,1506.0,1156.435859,312.3444976,65280.0,1024.114786,126.1148325,1102.426857,37656.0,1541529.0,64240.0,0,0.01758857,BENIGN
443.0,26778.0,1506.0,214.224,807833.0,1506.0,1193.254062,380.448,47556.0,1040.662095,160.128,1139.236337,26778.0,807833.0,64240.0,0,0.017588604,BENIGN
6802.0,641.0,183.0,80.125,2024.0,1474.0,337.3333333,112.25,898.0,190.3571429,26.125,283.3333333,641.0,2024.0,1346.0,0,4.120266e-06,BENIGN
443.0,425.0,175.0,106.25,448.0,161.0,112.0,164.5,658.0,109.125,52.25,58.0,425.0,448.0,514.0,0,8.675879e-07,BENIGN
6912.0,353.0,100.0,70.6,324.0,54.0,54.0,93.2,466.0,61.54545455,16.6,0.0,353.0,324.0,63.0,0,8.550846e-05,BENIGN
443.0,1837.0,852.0,204.1111111,4230.0,1474.0,384.5454545,360.2222222,3242.0,303.35,148.7777778,329.4545455,1837.0,4230.0,64240.0,0,3.1902062e-05,BENIGN
7209.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16386.0,0,0.00019674387,BENIGN
7211.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16385.0,0,0.00019688594,BENIGN
7214.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16386.0,0,0.00019713314,BENIGN
7680.0,66.0,66.0,66.0,0.0,0.0,0.0,84.0,84.0,66.0,0.0,0.0,66.0,0.0,64240.0,0,1.6910333e-05,BENIGN
443.0,696.0,294.0,174.0,687.0,316.0,229.0,300.0,1200.0,197.5714286,120.0,175.0,696.0,687.0,510.0,0,8.6780307e-07,BENIGN
443.0,41534.0,1506.0,197.7809524,1473423.0,1506.0,1146.632685,347.5619048,72988.0,1013.349164,143.7809524,1092.632685,41534.0,1473423.0,516.0,0,0.01758857,BENIGN
443.0,54744.0,1506.0,299.147541,1219803.0,1506.0,1144.280488,550.295082,100704.0,1020.453963,245.147541,1090.280488,54744.0,1219803.0,516.0,0,0.01758857,BENIGN
443.0,13181.0,1506.0,299.5681818,238018.0,1506.0,1239.677083,551.1363636,24250.0,1064.402542,245.2954545,1185.614583,13181.0,238018.0,64240.0,0,0.019194864,BENIGN
443.0,39699.0,1506.0,179.6334842,1633927.0,1506.0,1153.903249,311.2669683,68790.0,1022.373855,125.5791855,1099.886299,39699.0,1633927.0,64240.0,0,0.01758857,BENIGN
443.0,30211.0,1506.0,202.7583893,992305.0,1506.0,1194.109507,357.5167785,53270.0,1043.383673,148.6778523,1140.095066,30211.0,992305.0,64240.0,0,0.01758857,BENIGN
6802.0,641.0,183.0,80.125,2024.0,1474.0,337.3333333,112.25,898.0,190.3571429,26.125,283.3333333,641.0,2024.0,1346.0,0,4.120266e-06,BENIGN
443.0,425.0,175.0,106.25,448.0,161.0,112.0,164.5,658.0,109.125,52.25,58.0,425.0,448.0,514.0,0,8.675879e-07,BENIGN
6912.0,353.0,100.0,70.6,324.0,54.0,54.0,93.2,466.0,61.54545455,16.6,0.0,353.0,324.0,63.0,0,8.550846e-05,BENIGN
443.0,1837.0,852.0,204.1111111,4230.0,1474.0,384.5454545,360.2222222,3242.0,303.35,148.7777778,329.4545455,1837.0,4230.0,64240.0,0,3.1902062e-05,BENIGN
7209.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16386.0,0,0.00019674387,BENIGN
7211.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16385.0,0,0.00019688594,BENIGN
7214.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16386.0,0,0.00019713314,BENIGN
7680.0,132.0,66.0,66.0,0.0,0.0,0.0,84.0,168.0,66.0,0.0,0.0,132.0,0.0,64240.0,0,1.9925523e-05,BENIGN
443.0,696.0,294.0,174.0,687.0,316.0,229.0,300.0,1200.0,197.5714286,120.0,175.0,696.0,687.0,510.0,0,8.6780307e-07,BENIGN
443.0,44457.0,1506.0,187.5822785,1709250.0,1506.0,1151.010101,327.164557,77538.0,1018.412892,133.5822785,1097.010101,44457.0,1709250.0,516.0,0,0.01758857,BENIGN
443.0,57508.0,1506.0,277.8164251,1349235.0,1506.0,1140.519865,507.6328502,105080.0,1012.045324,223.8164251,1086.519865,57508.0,1349235.0,516.0,0,0.01758857,BENIGN
443.0,13181.0,1506.0,299.5681818,238018.0,1506.0,1239.677083,551.1363636,24250.0,1064.402542,245.2954545,1185.614583,13181.0,238018.0,64240.0,0,0.019194864,BENIGN
443.0,39699.0,1506.0,179.6334842,1633927.0,1506.0,1153.903249,311.2669683,68790.0,1022.373855,125.5791855,1099.886299,39699.0,1633927.0,64240.0,0,0.01758857,BENIGN
443.0,32800.0,1506.0,194.0828402,1184989.0,1506.0,1181.444666,340.1656805,57488.0,1039.069113,140.0118343,1127.432702,32800.0,1184989.0,64240.0,0,0.01758857,BENIGN
6802.0,641.0,183.0,80.125,2024.0,1474.0,337.3333333,112.25,898.0,190.3571429,26.125,283.3333333,641.0,2024.0,1346.0,0,4.120266e-06,BENIGN
443.0,850.0,175.0,106.25,951.0,161.0,105.6666667,164.5,1316.0,105.9411765,52.25,51.66666667,850.0,951.0,514.0,0,1.437e-05,BENIGN
6912.0,353.0,100.0,70.6,324.0,54.0,54.0,93.2,466.0,61.54545455,16.6,0.0,353.0,324.0,63.0,0,8.550846e-05,BENIGN
443.0,1837.0,852.0,204.1111111,4230.0,1474.0,384.5454545,360.2222222,3242.0,303.35,148.7777778,329.4545455,1837.0,4230.0,64240.0,0,3.1902062e-05,BENIGN
7209.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16386.0,0,0.00019674387,BENIGN
7211.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16385.0,0,0.00019688594,BENIGN
7214.0,112.0,56.0,56.0,54.0,54.0,54.0,64.0,128.0,55.33333333,2.0,0.0,112.0,54.0,16386.0,0,0.00019713314,BENIGN
7680.0,132.0,66.0,66.0,0.0,0.0,0.0,84.0,168.0,66.0,0.0,0.0,132.0,0.0,64240.0,0,1.9925523e-05,BENIGN
443.0,55.0,55.0,55.0,0.0,0.0,0.0,62.0,62.0,55.0,1.0,0.0,55.0,0.0,512.0,0,0.004827687,BENIGN
7171.0,56.0,56.0,56.0,54.0,54.0,54.0,64.0,64.0,55.0,2.0,0.0,56.0,54.0,509.0,0,0.00035123428,BENIGN
49692.0,56.0,56.0,56.0,54.0,54.0,54.0,64.0,64.0,55.0,2.0,0.0,56.0,54.0,260.0,0,8.5591906e-05,BENIGN
443.0,696.0,294.0,174.0,687.0,316.0,229.0,300.0,1200.0,197.5714286,120.0,175.0,696.0,687.0,510.0,0,8.6780307e-07,BENIGN
